,id,raw_category,category,count,nyu40id,eigen13id,nyuClass,ours,ade20k,ade class,replicaid,replicaclass,nyu40class,eigen13class,ModelNet40,ModelNet10,ShapeNetCore55,synsetoffset,wnsynsetid,wnsynsetkey,mpcat40,mpcat40index
411,1277,laundry bag,laundry bag,3,40,7,laundry basket,,112,basket,"3,100","basket, bag",otherprop,Objects,,,basket,2801938.0,n03050864,clothes_hamper.n.01,objects,39.0
412,1278,sponge,sponge,3,40,7,,,,,,,otherprop,Objects,,,,,n01906749,sponge.n.04,objects,39.0
413,116,seating,seat,3,39,6,furniture,,31,seat,,,otherfurniture,Furniture,,,,,n04161981,seat.n.03,furniture,36.0
414,1184,folded chairs,folded chair,2,5,4,chair,,,,20,chair,chair,Chair,chair,chair,chair,3001627.0,n03001627,chair.n.01,chair,3.0
415,1279,lotion bottle,lotion bottle,2,40,7,bottle,,98,bottle,14,bottle,otherprop,Objects,bottle,,bottle,2876657.0,n02876657,bottle.n.01,objects,39.0
416,212,can,can,2,40,7,can,,,,,,otherprop,Objects,,,can,2946921.0,n02946921,can.n.01,objects,39.0
417,1280,lunch box,lunch box,2,40,7,,,,,,,otherprop,Objects,,,,,,,objects,39.0
418,1281,food display,food display,2,40,7,,,,,,,otherprop,Objects,,,,,,,misc,40.0
419,794,storage shelf,storage shelf,2,40,7,,,24,shelf,71,shelf,otherprop,Objects,,,,,,,shelving,31.0
420,1282,sliding wood door,sliding wood door,2,40,7,,,,,37,door,otherprop,Objects,,,,,,,door,4.0
421,955,pants,pants,2,40,7,,,,,24,clothing,otherprop,Objects,,,,,n04489008,trouser.n.01,clothes,38.0
422,387,wood,wood,2,40,7,,,,,,,otherprop,Objects,,,,,,,misc,40.0
423,69,boards,board,2,38,7,board,,,,56,panel,otherstructure,Objects,,,,,,,board_panel,35.0
424,65,bottles,bottle,2,40,7,bottle,,98,bottle,14,bottle,otherprop,Objects,bottle,,bottle,2876657.0,n02876657,bottle.n.01,objects,39.0
425,523,washcloth,washcloth,2,40,7,,,,,23,cloth,otherprop,Objects,,,,,n04554523,washcloth.n.01,towel,20.0
426,389,workbench,workbench,2,39,6,bench,,69,bench,8,bench,otherfurniture,Furniture,bench,,table,4379243.0,n04600486,workbench.n.01,table,5.0
427,29,open kitchen cabinet,kitchen cabinet,2,3,6,cabinet,,10,cabinet,2,base-cabinet,cabinet,Furniture,,,,,n02933112,cabinet.n.01,cabinet,7.0
428,1283,organizer shelf,organizer shelf,2,15,6,shelves,,24,shelf,71,shelf,shelves,Furniture,bookshelf,,bookshelf,2871439.0,n02871439,bookshelf.n.01,shelving,31.0
429,146,frame,frame,2,38,7,,,,,,,otherstructure,Objects,,,,,,,misc,40.0
430,130,cups,cup,2,40,7,cup,,,,28,cup,otherprop,Objects,cup,,cup or mug,3797390.0,n03797390,mug.n.04,objects,39.0
431,372,exercise ball,exercise ball,2,40,7,ball,,119,ball,38,exercise-ball,otherprop,Objects,,,,,n04285146,sports_equipment.n.01,gym_equipment,33.0
432,289,easel,easel,2,39,6,stand,,,,,,otherfurniture,Furniture,,,,,n03262809,easel.n.01,furniture,36.0
433,440,garbage bag,garbage bag,2,37,7,bag,,115,bag,100,bag,bag,Objects,,,suitcase,2773838.0,n02773838,bag.n.06,objects,39.0
434,321,roomba,roomba,2,40,7,,,,,,,otherprop,Objects,,,,,,,objects,39.0
435,976,garage door,garage door,2,38,7,garage door,,,,37,door,otherstructure,Objects,door,,,,,,door,4.0
436,1256,luggage rack,luggage stand,2,39,6,stand,,,,66,rack,otherfurniture,Furniture,,,,,n04038440,,shelving,31.0
437,1284,bike lock,bike lock,2,40,7,,,,,,,otherprop,Objects,,,,,,,objects,39.0
438,1285,briefcase,briefcase,2,40,7,,,,,,,otherprop,Objects,,,,,n02900705,briefcase.n.01,objects,39.0
439,357,hand towel,hand towel,2,27,7,towel,,81,towel,86,towel,towel,Objects,,,,,n03490006,hand_towel.n.01,towel,20.0
440,1286,bath products,bath product,2,40,7,,,,,,,otherprop,Objects,,,,,,,objects,39.0
441,1287,star,star,2,40,7,,,,,,,otherprop,Objects,,,,,n09444783,star.n.03,misc,40.0
442,365,map,map,2,40,7,map,,,,,,otherprop,Objects,,,,,n03720163,map.n.01,misc,40.0
443,1288,coffee bean bag,coffee bean bag,2,37,7,bag,,115,bag,100,bag,bag,Objects,,,suitcase,2773838.0,n02773838,bag.n.06,objects,39.0
444,81,headboard,headboard,2,39,6,headboard,,,,7,bed,otherfurniture,Furniture,,,,,n03502200,headboard.n.01,bed,11.0
445,1289,ipad,ipad,2,40,7,,,,,,,otherprop,Objects,,,,,,,objects,39.0
446,1290,display rack,display rack,2,39,6,stand,,,,66,rack,otherfurniture,Furniture,,,,,n04038440,rack.n.05,shelving,31.0
447,948,traffic cone,traffic cone,2,40,7,cone,,,,,,otherprop,Objects,cone,,,,,,objects,39.0
448,174,toiletry,toiletry,2,40,7,,,,,,,otherprop,Objects,,,,,n04447443,toiletry.n.01,objects,39.0
449,1028,canopy,canopy,2,40,7,,,,,,,otherprop,Objects,,,,,,,misc,40.0
450,1291,massage chair,massage chair,2,5,4,chair,,19,chair,20,chair,chair,Chair,chair,chair,chair,3001627.0,n03001627,chair.n.01,chair,3.0
451,1292,paper organizer,paper organizer,2,40,7,,,,,,,otherprop,Objects,,,,,,,objects,39.0
452,1005,barricade,barricade,2,40,7,,,,,,,otherprop,Objects,,,,,,,misc,40.0
453,235,platform,platform,2,38,7,,,,,,,otherstructure,Objects,,,,,,,misc,40.0
454,1293,cap,cap,2,40,7,hat,,,,,,otherprop,Objects,,,,,n03497657,hat.n.01,clothes,38.0
455,1294,dumbbell plates,dumbbell plates,2,40,7,,,,,,,otherprop,Objects,,,,,,,objects,39.0
456,1295,elevator,elevator,2,38,7,,,,,,,otherstructure,Objects,,,,,,,misc,40.0
457,1296,cooking pan,cooking pan,2,40,7,pan,,,,55,pan,otherprop,Objects,,,,,n03880531,pan.n.01,objects,39.0
458,1297,trash bag,trash bag,2,37,7,bag,,115,bag,100,bag,bag,Objects,,,,,,,objects,39.0
459,1298,santa,santa,2,40,7,,,,,,,otherprop,Objects,,,,,,,misc,40.0
460,1299,jewelry box,jewelry box,2,29,7,box,,,,15,box,box,Objects,,,,,n02883344,box.n.01,objects,39.0
461,1300,boat,boat,2,40,7,,,,,,,otherprop,Objects,,,,,,,misc,40.0
462,1301,sock,sock,2,21,7,clothes,,,,24,clothing,clothes,Objects,,,,,n04254777,sock.n.01,clothes,38.0
463,1051,kinect,kinect,2,40,7,kinect,,,,,,otherprop,Objects,,,,,,,objects,39.0
464,566,crib,crib,2,39,6,crib,,,,,,otherfurniture,Furniture,,,,,,,furniture,36.0
465,1302,plastic storage bin,plastic storage bin,2,40,7,container,,,,10,bin,otherprop,Objects,,,,,n03094503,container.n.01,objects,39.0
466,1062,cooler,cooler,2,24,6,refridgerator,,,,67,refrigerator,refridgerator,Furniture,,,,,n03102654,cooler.n.01,appliances,37.0
467,1303,kitchen apron,kitchen apron,2,21,7,clothes,,92,apparel,24,clothing,clothes,Objects,,,,,n02728440,apparel.n.01,clothes,38.0
468,1304,dishwashing soap bottle,dishwashing soap bottle,2,40,7,bottle,,98,bottle,14,bottle,otherprop,Objects,bottle,,bottle,2876657.0,n02876657,bottle.n.01,objects,39.0
469,1305,xbox controller,xbox controller,2,40,7,,,,,,,otherprop,Objects,,,,,,,objects,39.0
470,1306,banana holder,banana holder,2,40,7,,,,,46,kitchen-utensil,otherprop,Objects,,,,,,,objects,39.0
471,298,ping pong paddle,ping pong paddle,2,40,7,,,,,,,otherprop,Objects,,,,,,,table,5.0
472,1307,airplane,airplane,2,40,7,,,,,,,otherprop,Objects,,,,,,,misc,40.0
473,1308,conditioner bottle,conditioner bottle,2,40,7,bottle,,98,bottle,14,bottle,otherprop,Objects,bottle,,bottle,2876657.0,n02876657,bottle.n.01,objects,39.0
474,1309,tea kettle,tea kettle,2,40,7,tea kettle,,,,46,kitchen-utensil,otherprop,Objects,,,,,n04397768,teakettle.n.01,objects,39.0
475,43,bedframe,bedframe,2,39,6,,,,,7,bed,otherfurniture,Furniture,,,,,n02822579,bedstead.n.01,bed,11.0
476,1310,wood beam,wood beam,2,38,7,,,,,5,beam,otherstructure,Objects,,,,,,,beam,29.0
477,593,toilet paper package,toilet paper package,2,40,7,,,,,,,otherprop,Objects,,,,,,,objects,39.0
478,1311,wall mounted coat rack,wall mounted coat rack,2,40,7,,,,,66,rack,otherprop,Objects,,,,,n03059103,coatrack.n.01,shelving,31.0
479,1312,film light,film light,2,40,7,,,,,,,otherprop,Objects,,,,,,,lighting,28.0
480,749,ceiling lamp,ceiling lamp,1,35,7,lamp,,36,lamp,47,lamp,lamp,Objects,lamp,,lamp,3636649.0,n03636649,lamp.n.02,lighting,28.0
481,623,chain,chain,1,40,7,,,,,,,otherprop,Objects,,,,,,,chair,3.0
482,1313,sofa,sofa,1,6,9,sofa,,23,sofa,76,sofa,sofa,Sofa,sofa,sofa,sofa,4256520.0,n04256520,sofa.n.01,sofa,10.0
483,99,closet wardrobe,wardrobe,1,39,6,wardrobe,,35,wardrobe,96,wardrobe,otherfurniture,Furniture,wardrobe,,,,n04550184,wardrobe.n.01,furniture,36.0
484,265,sweater,sweater,1,40,7,,,,,24,clothing,otherprop,Objects,,,,,n04370048,sweater.n.01,clothes,38.0
485,1314,kitchen mixer,kitchen mixer,1,40,7,,,,,"46,75","kitchen-utensil, small-appliance",otherprop,Objects,,,,,,,appliances,37.0
486,99,wardrobe,wardrobe,1,39,6,wardrobe,,35,wardrobe,96,wardrobe,otherfurniture,Furniture,wardrobe,,,,n04550184,wardrobe.n.01,furniture,36.0
487,1315,water softener,water softener,1,40,7,,,,,"46,75","kitchen-utensil, small-appliance",otherprop,Objects,,,,,,,misc,40.0
488,448,banister,banister,1,38,7,banister,,,,43,handrail,otherstructure,Objects,,,,,n02788148,bannister.n.02,railing,30.0
489,257,trolley,trolley,1,40,7,trolley,,,,,,otherprop,Objects,,,,,n04335435,streetcar.n.01,misc,40.0
490,1316,pantry shelf,pantry shelf,1,15,6,shelves,,24,shelf,71,shelf,shelves,Furniture,bookshelf,,bookshelf,2871439.0,n02871439,bookshelf.n.01,shelving,31.0
491,786,sofa bed,sofa bed,1,4,1,bed,,23,,7,bed,bed,Bed,bed,bed,bed,2818832.0,n02818832,bed.n.01,bed,11.0
492,801,loofa,loofa,1,40,7,,,,,,,otherprop,Objects,,,,,,,objects,39.0
493,972,shower faucet handle,shower faucet handle,1,40,7,handle,,,,39,faucet,otherprop,Objects,,,,,,,shower,23.0
494,1317,toy piano,toy piano,1,40,7,toy,plaything,108,plaything,,,otherprop,Objects,,,,,n03964744,plaything.n.01,objects,39.0
495,1318,fish,fish,1,40,7,,,,,,,otherprop,Objects,,,,,n02512053,fish.n.01,objects,39.0
496,75,file cabinets,file cabinet,1,3,6,cabinet,,10,cabinet,18,cabinet,cabinet,Furniture,,,cabinet,2933112.0,n03337140,file.n.03,cabinet,7.0
497,657,cat litter box,cat litter box,1,29,7,box,,,,15,box,box,Objects,,,,,,,objects,39.0
498,561,electric panel,electric panel,1,40,7,,,,,56,panel,otherprop,Objects,,,,,,,misc,40.0
499,93,suitcases,suitcase,1,40,7,luggage,,,,,,otherprop,Objects,,,,,n02774630,baggage.n.01,objects,39.0
500,513,curtain rod,curtain rod,1,38,7,curtain rod,,,,,,otherstructure,Objects,,,,,,,curtain,12.0
501,411,bunk bed,bunk bed,1,39,6,bunk bed,,,,7,bed,otherfurniture,Furniture,bed,bed,bed,2818832.0,n02920259,bunk_bed.n.01,bed,11.0
502,1122,chandelier,chandelier,1,38,7,chandelier,,85,chandelier,,,otherstructure,Objects,,,,,n03005285,chandelier.n.01,lighting,28.0
503,922,tape,tape,1,40,7,tape,,,,,,otherprop,Objects,,,,,,,objects,39.0
504,88,plates,plate,1,40,7,,,142,plate,64,plate,otherprop,Objects,,,,,n03959485,plate.n.04,objects,39.0
505,518,alarm,alarm,1,40,7,alarm,,148,clock,22,clock,otherprop,Objects,,,clock,3046257.0,n02694662,alarm_clock.n.01,objects,39.0
506,814,fire hose,fire hose,1,40,7,,,,,,,otherprop,Objects,,,,,n03346004,fire_hose.n.01,misc,40.0
507,1319,toy dinosaur,toy dinosaur,1,40,7,toy,plaything,108,plaything,,,otherprop,Objects,,,,,n03964744,plaything.n.01,objects,39.0
508,1320,cone,cone,1,40,7,,,,,,,otherprop,Objects,,,,,,,objects,39.0
509,649,glass doors,glass door,1,8,12,door,,14,door,37,door,door,Wall,door,,,,n03221720,door.n.01,door,4.0
510,607,hatrack,hatrack,1,40,7,,,,,66,rack,otherprop,Objects,,,,,n03059103,coatrack.n.01,shelving,31.0
511,819,subwoofer,subwoofer,1,40,7,speaker,,,,,,otherprop,Objects,,,speaker,3691459.0,n04349401,subwoofer.n.01,objects,39.0
512,1321,fire sprinkler,fire sprinkler,1,40,7,,,,,,,otherprop,Objects,,,,,,,misc,40.0
513,1322,trash cabinet,trash cabinet,1,3,6,cabinet,,10,cabinet,18,cabinet,cabinet,Furniture,,,cabinet,2933112.0,n02933112,cabinet.n.01,cabinet,7.0
514,1204,pantry walls,pantry wall,1,1,12,wall,,,,93,wall,wall,Wall,,,,,n04546855,wall.n.01,wall,1.0
515,227,photo,photo,1,40,7,photo,,,,59,picture,otherprop,Objects,,,,,n03925226,photograph.n.01,picture,6.0
516,817,barrier,barrier,1,40,7,,,,,,,otherprop,Objects,,,,,n02796623,barrier.n.01,misc,40.0
517,130,stacks of cups,cup,1,40,7,,,,,28,cup,otherprop,Objects,,,,,n03147509,cup.n.01,objects,39.0
518,712,beachball,beachball,1,40,7,ball,,119,ball,,,otherprop,Objects,,,,,n02814224,beach_ball.n.01,objects,39.0
519,1323,folded boxes,folded boxes,1,40,7,,,,,,,otherprop,Objects,,,,,,,objects,39.0
520,1324,contact lens solution bottle,contact lens solution bottle,1,40,7,bottle,,98,bottle,14,bottle,otherprop,Objects,bottle,,bottle,2876657.0,n02876657,bottle.n.01,objects,39.0
521,673,covered box,covered box,1,29,7,box,,,,15,box,box,Objects,,,,,,,objects,39.0
522,459,folder,folder,1,40,7,folder,,,,,,otherprop,Objects,,,,,n03376279,folder.n.02,objects,39.0
523,643,mail trays,mail tray,1,40,7,mail tray,,137,tray,,,otherprop,Objects,,,,,,,objects,39.0
524,238,slipper,slipper,1,40,7,,,,,24,clothing,otherprop,Objects,,,,,n04241394,slipper.n.01,clothes,38.0
525,765,magazine rack,magazine rack,1,39,6,stand,,,,66,rack,otherfurniture,Furniture,,,,,n03704549,magazine_rack.n.01,shelving,31.0
526,1008,sticker,sticker,1,40,7,sticker,,,,,,otherprop,Objects,,,,,n07272545,gummed_label.n.01,objects,39.0
527,225,lotion,lotion,1,40,7,,,,,,,otherprop,Objects,,,,,n03690938,lotion.n.01,objects,39.0
528,1083,buddha,buddha,1,40,7,,,,,,,otherprop,Objects,,,,,,,objects,39.0
529,813,file organizer,file organizer,1,40,7,,,,,,,otherprop,Objects,,,,,,,objects,39.0
530,138,paper towel rolls,paper towel roll,1,40,7,paper towel,,,,57,paper-towel,otherprop,Objects,,,,,n03887697,paper_towel.n.01,towel,20.0
531,1145,night lamp,night lamp,1,35,7,lamp,,36,lamp,47,lamp,lamp,Objects,lamp,,lamp,3636649.0,n03636649,lamp.n.02,lighting,28.0
532,796,fuse box,fuse box,1,40,7,,,,,,,otherprop,Objects,,,,,,,misc,40.0
533,1325,knife block,knife block,1,40,7,,,,,45,knife-block,otherprop,Objects,,,,,,,objects,39.0
534,363,furnace,furnace,1,39,6,furnace,,,,,,otherfurniture,Furniture,,,,,n03404449,furnace.n.01,,
535,1174,cd cases,cd case,1,40,7,,,,,,,otherprop,Objects,,,,,,,objects,39.0
536,38,stools,stool,1,40,7,stool,,110,stool,78,stool,otherprop,Objects,stool,,,,n04326896,stool.n.01,stool,19.0
537,1326,hand sanitzer dispenser,hand sanitzer dispenser,1,40,7,,,,,,,otherprop,Objects,,,,,n04254120,soap_dispenser.n.01,objects,39.0
538,997,teapot,teapot,1,40,7,tea pot,,,,"46,65","kitchen-utensil, pot",otherprop,Objects,,,,,n04398044,teapot.n.01,objects,39.0
539,1327,pen holder,pen holder,1,40,7,,,,,90,utensil-holder,otherprop,Objects,,,,,,,objects,39.0
540,1328,tray rack,tray rack,1,40,7,,,137,tray,66,rack,otherprop,Objects,,,,,,,objects,39.0
541,1329,wig,wig,1,40,7,,,,,,,otherprop,Objects,,,,,n04584207,wig.n.01,objects,39.0
542,182,switch,switch,1,40,7,,,,,79,switch,otherprop,Objects,,,,,n04372370,switch.n.01,misc,40.0
543,280,plastic containers,plastic container,1,40,7,container,,,,,,otherprop,Objects,,,,,n03094503,container.n.01,objects,39.0
544,1330,night light,night light,1,40,7,,,,,,,otherprop,Objects,,,,,,,lighting,28.0
545,1331,notepad,notepad,1,40,7,,,,,,,otherprop,Objects,,,,,,,objects,39.0
546,1332,mail bin,mail bin,1,40,7,,,,,10,bin,otherprop,Objects,,,,,,,misc,40.0
547,1333,elevator button,elevator button,1,40,7,,,,,,,otherprop,Objects,,,,,,,misc,40.0
548,939,gaming wheel,gaming wheel,1,40,7,,,,,,,otherprop,Objects,,,,,,,objects,39.0
549,1334,drum set,drum set,1,40,7,,,,,,,otherprop,Objects,,,,,,,objects,39.0
550,480,cosmetic bag,cosmetic bag,1,37,7,bag,,115,bag,100,bag,bag,Objects,,,,,,,objects,39.0
551,907,coffee mug,coffee mug,1,40,7,vessel,cup,,,28,cup,otherprop,Objects,,,cup or mug,3797390.0,n03063599,coffee_mug.n.01,objects,39.0
552,1335,closet shelf,closet shelf,1,15,6,shelves,,24,shelf,71,shelf,shelves,Furniture,bookshelf,,bookshelf,2871439.0,n02871439,bookshelf.n.01,shelving,31.0
553,1336,baby mobile,baby mobile,1,40,7,,,,,,,otherprop,Objects,,,,,,,objects,39.0
554,829,diaper bin,diaper bin,1,40,7,bin,,,,10,bin,otherprop,Objects,,,,,,,objects,39.0
555,947,door wall,door wall,1,1,12,wall,,0,wall,93,wall,wall,Wall,,,,,,,wall,1.0
556,1116,stepstool,stepstool,1,40,7,step stool,,110,stool,78,stool,otherprop,Objects,,,,,,,objects,39.0
557,599,paper shredder,shredder,1,40,7,,,,,,,otherprop,Objects,,,,,n04210120,shredder.n.01,objects,39.0
558,733,dress rack,dress rack,1,40,7,,,,,66,rack,otherprop,Objects,,,,,n03238762,dress_rack.n.01,misc,40.0
559,123,cover,cover,1,40,7,blanket,,131,blanket,,,otherprop,Objects,,,,,,,objects,39.0
560,506,shopping bag,shopping bag,1,37,7,bag,,115,bag,100,bag,bag,Objects,,,,,n04204081,shopping_bag.n.01,objects,39.0
561,569,sliding door,sliding door,1,8,12,door,,14,door,37,door,door,Wall,door,,,,n04239074,sliding_door.n.01,door,4.0
562,1337,exercise bike,exercise bike,1,40,7,machine,,,,9,bike,otherprop,Objects,,,,,n04210120,shredder.n.01,gym_equipment,33.0
563,1338,recliner chair,recliner chair,1,5,4,chair,,19,chair,20,chair,chair,Chair,chair,chair,chair,3001627.0,n03238762,dress_rack.n.01,chair,3.0
564,1314,kitchenaid mixer,kitchen mixer,1,40,7,,,,,"46,75","kitchen-utensil, small-appliance",otherprop,Objects,,,,,,,appliances,37.0
565,1339,soda can,soda can,1,40,7,can,,,,,,otherprop,Objects,,,can,2946921.0,n02946921,can.n.01,objects,39.0
566,1340,stovetop,stovetop,1,38,7,stove,,71,stove,32,cooktop,otherstructure,Objects,,,stove,4330267.0,n04330267,stove.n.02,appliances,37.0
567,851,stepladder,stepladder,1,39,6,ladder,,121,step,77,stair,otherfurniture,Furniture,stairs,,,,n04315599,step_ladder.n.01,stairs,16.0
568,142,tap,tap,1,40,7,faucet,,,,39,faucet,otherprop,Objects,,,faucet,3325088.0,n04559451,water_faucet.n.01,objects,39.0
569,436,cable,cable,1,40,7,cables,,,,,,otherprop,Objects,,,,,,,objects,39.0
570,1341,baby changing station,baby changing station,1,39,6,,,,,,,otherfurniture,Furniture,,,,,,,furniture,36.0
571,1342,costume,costume,1,21,7,clothes,,92,apparel,24,clothing,clothes,Objects,,,,,n02728440,apparel.n.01,clothes,38.0
572,885,rocking chair,rocking chair,1,5,4,chair,,19,chair,20,chair,chair,Chair,chair,chair,chair,3001627.0,n04099969,rocking_chair.n.01,chair,3.0
573,693,binder,binder,1,40,7,binder,,,,,,otherprop,Objects,,,,,,,objects,39.0
574,815,media center,media center,1,3,6,cabinet,,10,cabinet,18,cabinet,cabinet,Furniture,,,cabinet,2933112.0,n02933112,cabinet.n.01,cabinet,7.0
575,401,towel rack,towel rack,1,40,7,,,,,66,rack,otherprop,Objects,,,,,n04459773,towel_rack.n.01,misc,40.0
576,1343,medal,medal,1,40,7,,,,,,,otherprop,Objects,,,,,,,objects,39.0
577,1184,stack of folded chairs,folded chair,1,5,4,chair,,19,chair,20,chair,chair,Chair,chair,chair,chair,3001627.0,n03001627,chair.n.01,chair,3.0
578,1344,telescope,telescope,1,40,7,,,,,,,otherprop,Objects,,,,,n04403638,telescope.n.01,objects,39.0
579,1345,closet doorframe,closet doorframe,1,8,12,door,,14,door,37,door,door,Wall,door,,,,,,door,4.0
580,160,glass,glass,1,38,7,glass,,147,glass,,,otherstructure,Objects,,,,,n03438257,glass.n.02,misc,40.0
581,1126,baseball cap,baseball cap,1,40,7,,,,,,,otherprop,Objects,,,cap,2954340.0,n02799323,baseball_cap.n.01,clothes,38.0
582,1346,battery disposal jar,battery disposal jar,1,40,7,jar,,,,,,otherprop,Objects,,,jar,3593526.0,n03593526,jar.n.01,objects,39.0
583,332,mop,mop,1,40,7,,,,,,,otherprop,Objects,,,,,n04367480,swab.n.02,objects,39.0
584,397,tank,tank,1,40,7,,,122,tank,,,otherprop,Objects,,,,,,,objects,39.0
585,643,mail tray,mail tray,1,40,7,mail tray,,137,tray,,,otherprop,Objects,,,,,,,objects,39.0
586,551,centerpiece,centerpiece,1,40,7,centerpiece,,,,,,otherprop,Objects,,,,,n02994419,centerpiece.n.02,objects,39.0
587,1163,stick,stick,1,40,7,stick,,,,,,otherprop,Objects,,,,,,,objects,39.0
588,1347,closet floor,closet floor,1,2,5,floor,,,,40,floor,floor,Floor,,,,,n03365592,floor.n.01,floor,2.0
589,1348,dryer sheets,dryer sheets,1,40,7,,,,,,,otherprop,Objects,,,,,,,objects,39.0
590,803,bycicle,bycicle,1,40,7,,,,,,,otherprop,Objects,,,,,,,misc,40.0
591,484,flower stand,flower stand,1,39,6,stand,,,,63,plant-stand,otherfurniture,Furniture,,,,,,,furniture,36.0
592,1349,air mattress,air mattress,1,4,1,bed,,,,7,bed,bed,Bed,bed,bed,bed,2818832.0,n02690809,air_mattress.n.01,bed,11.0
593,1350,clip,clip,1,40,7,,,,,,,otherprop,Objects,,,,,,,objects,39.0
594,222,side table,side table,1,7,10,table,,15,table,80,table,table,Table,table,table,table,4379243.0,n04379243,table.n.02,table,5.0
595,1253,pizza boxes,pizza box,1,29,7,box,,,,15,box,box,Objects,,,,,n02883344,box.n.01,objects,39.0
596,1351,display,display,1,39,7,,,,,,,otherfurniture,Furniture,,,,,n03211117,display.n.06,misc,40.0
597,1352,postcard,postcard,1,40,7,,,,,,,otherprop,Objects,,,,,,,objects,39.0
598,828,display sign,display sign,1,40,7,sign,,,,,,otherprop,Objects,,,,,,,misc,40.0
599,1353,paper towel,paper towel,1,40,7,paper towel,,,,57,paper-towel,otherprop,Objects,,,,,n03887697,paper_towel.n.01,towel,20.0
600,612,boots,boot,1,40,7,shoe,,,,72,shoe,otherprop,Objects,,,,,n04199027,shoe.n.01,clothes,38.0
601,1354,tennis racket bag,tennis racket bag,1,40,7,,,,,100,bag,otherprop,Objects,,,,,,,objects,39.0
602,1355,air hockey table,air hockey table,1,7,10,table,,15,table,80,table,table,Table,table,table,table,4379243.0,n04379243,table.n.02,table,5.0
603,1301,socks,sock,1,21,7,clothes,,,,24,clothing,clothes,Objects,,,,,n04254777,sock.n.01,clothes,38.0
604,1356,food bag,food bag,1,37,7,bag,,115,bag,100,bag,bag,Objects,,,,,,,objects,39.0
605,1199,clothes hangers,clothes hanger,1,40,7,,,,,,,otherprop,Objects,,,,,n03057920,coat_hanger.n.01,misc,40.0
606,1357,starbucks cup,starbucks cup,1,40,7,cup,,,,28,cup,otherprop,Objects,cup,,cup or mug,3797390.0,n03797390,mug.n.04,objects,39.0
